יוצא מידי

שהוא חי
וקיים 0.05029
מדבר 0.01516
וקים 0.01143
בעולם 0.00771
חיים 0.00676

עשרים וארבע
שעות 0.34346
שנים 0.06727
שנה 0.01787
השעות 0.01587
משמרות 0.01511

נראה לומר
שאין 0.00855
שהוא 0.00692
שלא 0.00688
עוד 0.00666
שיש 0.00536

הרב החכם
השלם 0.07673
הגדול 0.05076
הכולל 0.04879
המפורסם 0.02557
הנדול 0.01845

אינני בטוח
בכך 0.02363
כלל 0.02303
שאני 0.01483
שהוא 0.01248
שזה 0.00933

אמצע שנות
השלושים 0.10251
השמונים 0.10055
החמישים 0.08493
השישים 0.07866
השבעים 0.07411

וצריך להבין
מדוע 0.02991
איך 0.02576
מהו 0.02081
מאי 0.0153
הלא 0.01179

שתי שאלות
אלו 0.02655
עיקריות 0.02384
מרכזיות 0.02164
שונות 0.01376
נוספות 0.01351

זוהי תופעה
נדירה 0.03188
כללית 0.02684
חדשה 0.02488
שכיחה 0.02268
מיוחדת 0.01994

שלא יוציא
מפיו 0.03867
חוץ 0.02397
מתחת 0.02093
ידו 0.02051
שום 0.01609

ויש מפרשים
שלא 0.00946
שהוא 0.008
לשון 0.00599
הטעם 0.00528
משום 0.00485

התקופה הרומית
המאוחרת 0.07923
הקדומה 0.03904
והביזנטית 0.0188
והביזאנטית 0.0145
בארץ 0.00927

אתה שומע
לאו 0.07028
אותי 0.03523
תפלת 0.01627
קול 0.01283
תפלה 0.00735

ליד החלון
הפתוח 0.03334
הפונה 0.0088
הגדול 0.00868
והביט 0.00479
כדי 0.00415

נענה רבי
עקיבא 0.09427
טרפון 0.06975
שמעון 0.06385
אלעזר 0.05769
חיים 0.0449

בתי כנסיות
ובתי 0.26143
ומדרשות 0.0183
שבבבל 0.00662
שלהם 0.00606
שבעיר 0.00599

ידי ראש
הממשלה 0.23648
העיר 0.03552
ממשלת 0.03091
הישיבה 0.02768
המטה 0.0233

ידי רבי
יהודה 0.09209
חיים 0.03999
עקיבא 0.0399
יעקב 0.03854
יצחק 0.03831

האי גאון
וצדיק 0.00631
כתב 0.00547
בתשובה 0.00529
בספר 0.00488
זיל 0.00475

השינוי שחל
בעמדת 0.01508
ביחס 0.01302
בי 0.01123
במעמדה 0.01097
במצב 0.01006

ידי רוב
חברי 0.0349
החוקרים 0.02732
הציבור 0.02705
העם 0.02446
יהודי 0.01366

רק במאה
הי 0.07799
העשרים 0.05905
התשע 0.0476
השמונה 0.03064
העשירית 0.02367

יכול לקבל
שום 0.00939
גם 0.00664
שכר 0.00609
רק 0.00578
אור 0.00556

נפקא מינה
לענין 0.01417
לדינא 0.01267
להלכה 0.00985
מידי 0.0082
בדבר 0.00752

שמו ושם
אביו 0.27378
עירו 0.12384
משפחתו 0.06397
אמו 0.05979
אשתו 0.0297

יכולים לקבל
רוב 0.01299
התורה 0.0129
אור 0.00883
עול 0.00844
גם 0.00782

אפשר כמובן
לטעון 0.0797
לומר 0.02739
גם 0.01884
לשאול 0.01565
לראות 0.01399

החיים הם
רק 0.00855
חלום 0.0079
מאבק 0.00727
תהליך 0.00715
מלחמה 0.0069

ורק מפני
שהוא 0.04797
שלא 0.0409
שהם 0.02329
שאין 0.02118
שיש 0.01455

אנו קוראים
בספר 0.0101
גם 0.00952
בשם 0.00893
לזה 0.00786
לכם 0.00628

המצב שונה
לחלוטין 0.07222
לגמרי 0.05695
במקצת 0.02158
בתכלית 0.02105
בהרבה 0.01627

הוצאו להורג
בידי 0.01436
בתלייה 0.014
בירייה 0.01387
בתליה 0.00712
ע 0.00624

היהודים בארצות
הברית 0.06398
המזרח 0.05008
הגולה 0.04195
שונות 0.03927
אחרות 0.03906

מוצא חן
בעיני 0.38334
בעיניו 0.12486
בעיניך 0.10555
בעיניה 0.05225
בעיניהם 0.03701

כיצד לנהוג
במקרה 0.01833
כלפי 0.00973
במצב 0.00656
בעניין 0.00606
במקרים 0.00582

שבעת ימי
המשתה 0.15695
החג 0.07125
בראשית 0.062
האבל 0.04411
המלואים 0.04139

ולכן כתב
כאן 0.0259
הרמב 0.01874
רבינו 0.01565
רש 0.01485
הרב 0.01358

יכול לצאת
ידי 0.05692
משם 0.01666
ממנה 0.0126
לפועל 0.01203
ולבוא 0.01037

תרגום יונתן
בן 0.1338
לנביאים 0.02243
ותרגום 0.0083
תרגום 0.00773
לפסוק 0.00769

פקוח נפש
דוחה 0.04065
ממש 0.00986
בשבת 0.00926
מותר 0.00891
שדוחה 0.00814

אינן יכולות
לשמש 0.03532
לעמוד 0.02041
להתקיים 0.01651
לבוא 0.01532
לדור 0.01286

אני פשוט
רוצה 0.02967
חושב 0.00913
מנסה 0.00804
אינני 0.0075
צריכה 0.00697

— עוד
לפני 0.05743
מעט 0.05312
בטרם 0.01705
טרם 0.01011
היום 0.00983

שלא מצא
חן 0.0437
שום 0.01318
לנכון 0.01228
דרך 0.00922
עוד 0.00694

ידי שתי
נשים 0.02551
שורות 0.02186
המפלגות 0.01611
קבוצות 0.01545
הדעות 0.01444

בינה לבין
עצמה 0.0731
בעלה 0.01799
העולם 0.00854
המציאות 0.0059
מדינות 0.00529

דרך אחרת
אלא 0.05971
מאשר 0.01485
בלתי 0.00869
— 0.00575
לגמרי 0.00527

במדרש רבה
סדר 0.05741
פרשת 0.04603
בראשית 0.02288
פרשה 0.01903
שמות 0.01193

לידי גילוי
עריות 0.01964
גם 0.01962
בולט 0.00782
וביטוי 0.00685
אלא 0.00592

כעבור מספר
שנים 0.17429
חודשים 0.09952
שבועות 0.08124
דקות 0.05979
שעות 0.04492

עצמה אינה
אלא 0.0966
יכולה 0.04078
יודעת 0.02255
צריכה 0.01359
נעשית 0.00848

שבוע לפני
פרוץ 0.02277
ראש 0.02221
חג 0.01866
יום 0.01859
מותו 0.01561

נבראו אלא
בשביל 0.12389
לשמשני 0.12097
בזכות 0.04656
כדי 0.02759
משל 0.02607

יכולים לשמש
דוגמה 0.03162
בסיס 0.03074
גם 0.01877
מקור 0.01809
יסוד 0.01417

רמז לכך
ניתן 0.01677
נמצא 0.01564
שהוא 0.0114
אפשר 0.01122
מצוי 0.0093

התרבות העברית
החדשה 0.03633
בארץ 0.01765
המקורית 0.00884
באמריקה 0.0084
המתחדשת 0.00738

הם גדולים
מאוד 0.0233
מאד 0.0232
בתורה 0.01268
ועצומים 0.01142
ממני 0.01106

אמר אלא
שלא 0.01186
משום 0.01168
כנגד 0.01151
לשאר 0.0104
אמר 0.01013

אולי נוכל
לומר 0.03688
למצוא 0.03293
לעשות 0.02351
להבין 0.02264
גם 0.01825

שתי השאלות
הללו 0.0676
האלה 0.05679
הראשונות 0.05275
האחרונות 0.02117
הבאות 0.02013

הם הגורמים
העיקריים 0.06563
לכך 0.02484
המשפיעים 0.02058
הקובעים 0.01914
המכריעים 0.01309

ידוע לך
היטב 0.0116
משהו 0.00975
שאני 0.00912
בוודאי 0.00752
היכן 0.00478

ולאט לאט
גם 0.01059
הם 0.00888
התחיל 0.00792
התחילו 0.0075
החל 0.00709

אמר אני
רוצה 0.01436
אמרתי 0.01358
נותן 0.01302
זכיתי 0.01105
רואה 0.01034

רק במשך
הזמן 0.12431
זמן 0.06958
תקופה 0.03341
השנים 0.02803
שנה 0.02439

כרחך אתה
אומר 0.17552
חי 0.08097
נולד 0.05828
עתיד 0.05782
מת 0.0576

ניתן אפוא
לומר 0.15777
לסכם 0.06446
לראות 0.05696
לקבוע 0.04576
לשער 0.03098

מאז מלחמת
ששת 0.27784
העולם 0.19454
יום 0.09688
העצמאות 0.0558
השחרור 0.03139

שלא נתן
דעתו 0.02205
אלא 0.0127
הקב 0.01261
רשות 0.00991
מעות 0.00929

היצר הרע
שהוא 0.01008
אינו 0.00384
שלא 0.00358
שולט 0.00355
הנקרא 0.0031

והם הם
העמידו 0.01147
גם 0.00609
שהיו 0.00582
שעשו 0.00564
המרכבה 0.00543

בר אבא
אמר 0.17234
בשם 0.01347
ורבי 0.00731
מרי 0.00521
לרב 0.00442

נאמן לומר
פרעתי 0.09626
שלא 0.02628
שהוא 0.0229
לקוח 0.0174
החזרתי 0.01125

בן חורין
אלא 0.05205
להבטל 0.01786
ליבטל 0.01232
אינו 0.00788
גמור 0.00709

שלא ברשות
בית 0.01205
הבעלים 0.00851
ואכלתן 0.00664
בעלים 0.00621
ובא 0.0062

שלוש מאות
שנה 0.11147
אלף 0.04587
שנים 0.02856
וחמישים 0.02822
השנים 0.01507

ובא לידי
ביטוי 0.14582
מסקנה 0.0941
גילוי 0.02162
הכרה 0.01915
החלטה 0.01752

בארצות המזרח
התיכון 0.08891
הקרוב 0.02262
הרחוק 0.01133
והמערב 0.00684
— 0.00528

— פרט
למקרים 0.02391
לאחד 0.01765
לכמה 0.01713
אולי 0.01285
לאלה 0.01261

הגליל העליון
המזרחי 0.02518
והתחתון 0.02375
המערבי 0.01006
והגליל 0.00593
— 0.00586

ביני לבין
עצמי 0.17074
חברי 0.00868
אבי 0.00739
העולם 0.007
בעלי 0.00631

לפני עלות
השחר 0.5809
השמש 0.03676
היטלר 0.03322
השהר 0.02995
הנאצים 0.01466

קיבוץ גלויות
בארץ 0.00935
— 0.00834
ומיזוגן 0.00804
בזעיר 0.00709
כיום 0.0066

שיווי המשקל
הנפשי 0.02933
שלו 0.01301
העדין 0.01104
שלי 0.00989
הפנימי 0.00922

לפני ארון
הקודש 0.19724
הספרים 0.18562
ברית 0.05839
הברית 0.03463
הקדש 0.03275

אנו רואים
כאן 0.01417
גם 0.01088
אפוא 0.00932
איפוא 0.00873
כיצד 0.00596

שזה מקרוב
באו 0.31453
הגיעו 0.03378
הגיע 0.0192
עלו 0.01779
באה 0.01518

רבי חיים
עוזר 0.02626
ויטאל 0.01872
מצאנז 0.01672
בן 0.01666
מאיר 0.01572

רבי חייא
בר 0.21362
ורבי 0.0354
אמר 0.02396
ובניו 0.02068
רבה 0.01493

רק בעוד
שלושה 0.03264
שנים 0.03055
שעה 0.03039
חודש 0.02951
שנה 0.02851

מצוה הבאה
בעבירה 0.69659
בעברה 0.02129
לידך 0.02092
לידי 0.00911
מזמן 0.00793

סגן נשיא
ארצות 0.04621
בית 0.04585
מצרים 0.03367
הקהילה 0.02501
האוניברסיטה 0.01912

ולכן קשה
לקבוע 0.03525
מאוד 0.02987
לדעת 0.02467
מאד 0.02168
לעמוד 0.02089

גם יהודי
וגם 0.01359
פולין 0.01308
גרמניה 0.01307
הכפרים 0.01248
ארצות 0.01247

למדו תורה
בבני 0.06358
ברבים 0.04279
בירושלים 0.0172
מפיו 0.01532
לשמה 0.01502

שמעתי מפי
הרב 0.04612
מורי 0.03417
רבי 0.02088
אנשים 0.01367
אבי 0.01156

זכויות האדם
והאזרח 0.05885
בישראל 0.01224
בשטחים 0.00623
— 0.00515
הבסיסיות 0.00484

לכף זכות
דנין 0.00481
וגרם 0.00361
המקום 0.00305
• 0.00263
שלא 0.00257

במצב כזה
קשה 0.00433
אפשר 0.00406
שלא 0.00374
יכול 0.00355
ניתן 0.00279

— קשה
מאוד 0.03342
לדעת 0.03184
מאד 0.0226
לומר 0.01883
למצוא 0.01676

כדי לפגוע
פגיעה 0.01418
ביהודים 0.01339
בי 0.01303
בנו 0.01169
בזכויות 0.0099

לאחר מספר
שנים 0.13929
חודשים 0.07365
דקות 0.06017
שבועות 0.04705
שעות 0.04437

להוסיף עוד
ועוד 0.01385
כהנה 0.0115
משהו 0.01124
טעם 0.01081
דברים 0.00781

— ראה
להלן 0.05898
לעיל 0.05424
גם 0.02644
למשל 0.01325
הערה 0.0109

יצאה נשמתו
בטהרה 0.09586
בקדושה 0.07414
הקדושה 0.02659
הטהורה 0.02402
במהרה 0.01843

ואי לאו
הכי 0.04492
בר 0.03583
דמסתפינא 0.02638
קרא 0.02076
משום 0.01866

אמר להן
רבי 0.02499
הקב 0.02351
משה 0.02119
רבן 0.0089
הלכה 0.00699

שוב אינו
יכול 0.10189
חוזר 0.06102
צריך 0.03263
אלא 0.01935
רואה 0.01494

שוב אינה
יכולה 0.06913
קיימת 0.0276
אלא 0.02416
צריכה 0.01815
יולדת 0.01461

אמר להו
רבא 0.01809
רבי 0.01714
הכי 0.01655
אנא 0.01489
מאי 0.0142

רק בסוף
המאה 0.10583
שנות 0.06244
ימיו 0.03747
שנת 0.03531
ימי 0.02146

יכול לשמש
דוגמה 0.03946
גם 0.02883
בסיס 0.02542
מקור 0.01732
יסוד 0.01569

עמדו בפני
דילמה 0.01595
בעיה 0.01503
בעיות 0.01451
סכנת 0.0144
הפיתוי 0.0132

שלא יצא
ידי 0.03291
לפועל 0.01376
לאויר 0.01322
לאור 0.01188
השער 0.0106

אמר ליה
רבי 0.03461
אביי 0.02448
רבא 0.01363
מאי 0.00844
הכי 0.00692

שלא יתן
דעתו 0.01207
עיניו 0.01193
פתחון 0.00959
אלא 0.00934
המשחית 0.00921

שבדרך כלל
הם 0.01428
אינו 0.01289
אני 0.00525
אינה 0.00496
אינן 0.00439

שלא ירד
יעקב 0.04815
לסוף 0.0432
להשתקע 0.0313
לאומנות 0.02925
גשם 0.02214

שלא ישא
אשה 0.17003
אחרת 0.04893
פנים 0.03715
ויתן 0.02154
גוי 0.01859

קשור קשר
הדוק 0.24932
אמיץ 0.13014
ישיר 0.0262
פנימי 0.02542
עמוק 0.01817

יכול לשבת
בבית 0.0281
כאן 0.02751
בשקט 0.02709
במנוחה 0.01851
בחיבוק 0.01518

בשעה שמונה
בבוקר 0.12282
בערב 0.11738
וחצי 0.05128
ושלושים 0.03211
בדיוק 0.02883

עברו רגעים
מועטים 0.19472
אחדים 0.16048
מספר 0.11859
מעטים 0.10304
רבים 0.04682

רוצים אנו
לדעת 0.01766
לראות 0.01129
לחיות 0.01091
לעשות 0.00947
לעמוד 0.00744

מנחם בן
סרוק 0.26652
עמיאל 0.04827
שלמה 0.04198
גדי 0.03354
יהודה 0.03244

— שלא
לדבר 0.02302
יהיה 0.01485
יהיו 0.01033
יהא 0.00878
ידע 0.00636

[ עיין
לעיל 0.08948
להלן 0.02704
בספר 0.02295
גם 0.01679
לקמן 0.01533

באים אליו
אנשים 0.01498
לשאול 0.00975
כדי 0.00897
גם 0.00875
לבקש 0.0085

בזמן מלחמת
העולם 0.40526
השחרור 0.04839
העצמאות 0.03638
האזרחים 0.03159
ששת 0.02968

שלא לשם
שמים 0.29832
אישות 0.05506
מצוה 0.03864
כך 0.02974
בעלים 0.01971

לאחר המהפכה
הצרפתית 0.05806
הרוסית 0.04851
הבולשביקית 0.02733
ברוסיה 0.02358
הקומוניסטית 0.01831

עמדו בראש
הקהילה 0.04575
העם 0.01965
התנועה 0.01913
הסנהדרין 0.01422
סדר 0.01071

מאת רבי
אברהם 0.05744
משה 0.05156
יהודה 0.05055
חיים 0.04854
יעקב 0.04299

דבי רבי
ישמעאל 0.37178
ינאי 0.08056
שילא 0.03455
חייא 0.02415
אליעזר 0.0209

— רבי
יהודה 0.09195
יוסי 0.04279
אליעזר 0.04174
שמעון 0.03866
עקיבא 0.03811

מפני שהן
ראויין 0.00868
עזין 0.00837
ברשות 0.00775
בחזקת 0.00757
מינה 0.00753

מפני שהם
יודעים 0.00845
רוצים 0.00698
רואים 0.00642
עצמם 0.00616
יהודים 0.00496

הרי שאין
כאן 0.02748
אנו 0.01452
שום 0.01405
לך 0.01343
ספק 0.01148

אלף נפש
בערך 0.00861
בקירוב 0.00814
מישראל 0.00677
בלבד 0.00615
לשנה 0.00529

הסופרים העברים
בישראל 0.05053
ליד 0.02729
בארץ 0.02628
במדינת 0.01352
באמריקה 0.01032

מפני שיש
כאן 0.02155
בהן 0.01906
להן 0.00888
לך 0.00767
צורך 0.00538

מפני שזה
יהיה 0.01184
אינו 0.0106
השם 0.00837
נראה 0.00727
הלשון 0.00589

שלא למד
תורה 0.05429
מאחיתופל 0.0255
מעולם 0.01555
עדיין 0.01549
כלל 0.01225

ראש מועצת
המנהלים 0.14959
היהודים 0.0528
גדולי 0.02486
הזקנים 0.02453
השרים 0.02193

מפני שלא
רצה 0.01708
ידע 0.01409
רצו 0.00967
ידעו 0.00925
יכלו 0.00856

שר האוצר
ושר 0.01247
פנחס 0.01035
לוי 0.00982
הראשון 0.00914
דאז 0.0083

נשבע שלא
יאכל 0.07953
יביא 0.04664
לאכול 0.02288
יהיה 0.02222
פשע 0.01898

שהיא עושה
צרכיה 0.01705
עכשיו 0.01047
למכור 0.00917
פירות 0.00889
שליח 0.00844

שלא כתב
אלא 0.01807
הרב 0.00979
רבינו 0.00866
כאן 0.00804
משה 0.0077

אמר משה
לפני 0.11317
רבינו 0.04603
לישראל 0.02871
רבנו 0.01311
לפניו 0.00788

גדולה מילה
שדוחה 0.07645
שנכרתו 0.06352
שאלמלא 0.05935
שלא 0.05188
ששקולה 0.05007

והיה העולם
אינו 0.02129
שמם 0.01713
שעתיד 0.01154
שאין 0.00942
ברוך 0.00829

בבית דין
הגדול 0.02348
חשוב 0.01419
צבאי 0.00581
שלא 0.00537
רבני 0.00528

בתשובה לשאלה
מדוע 0.01811
אחרת 0.0178
האם 0.0174
הראשונה 0.01668
בדבר 0.01442

נמי הכי
קאמר 0.03997
סבירא 0.01269
פירושו 0.01216
משמע 0.0117
אמר 0.01156

שלא זכו
לראות 0.02255
להגיע 0.01988
לכך 0.01719
עדיין 0.01331
לעלות 0.0109

שלא זכה
לראות 0.03406
עדיין 0.01399
לכך 0.012
אלא 0.01043
לתורה 0.01004

היהודי בן
זמננו 0.06162
המאה 0.03787
הדור 0.02941
הזמן 0.0236
דורנו 0.02079

שלא יוכלו
לעמוד 0.03857
לעשות 0.02014
עוד 0.01715
לצאת 0.01365
לחזור 0.01352

שלא לאכול
בשר 0.12255
מצה 0.02329
ולשתות 0.02081
מעץ 0.01717
מעשר 0.01513

מאז שנות
השבעים 0.09791
החמישים 0.08917
השלושים 0.08817
העשרים 0.08039
השישים 0.07905

שהוא דומה
ליום 0.02637
ללילה 0.01618
לזה 0.01242
ממש 0.01041
בשבת 0.00961

בתוך החברה
היהודית 0.08708
הישראלית 0.08662
האנושית 0.01706
הכללית 0.01569
החרדית 0.01379

לבתי ספר
תיכוניים 0.05075
יהודיים 0.02292
דתיים 0.01805
יסודיים 0.01721
אחרים 0.01672

שהוא בן
העולם 0.06149
גרושה 0.0362
תורה 0.01829
חורין 0.01494
עשרים 0.01406

שהוא בר
דעת 0.07484
חיובא 0.04132
לבב 0.02091
מצוה 0.02015
קיימא 0.01778

שהוא גם
ראש 0.00608
חבר 0.00603
יום 0.00426
בית 0.00342
אינו 0.00312

ראש בית
דין 0.11607
אב 0.06334
הדין 0.06073
המדרש 0.04188
הכנסת 0.02813

לך אצל
בן 0.04399
הגדה 0.04363
פלוני 0.03447
ילדה 0.02608
מלכים 0.02338

עצמו שהוא
משיח 0.01115
אינו 0.00935
ככלי 0.00711
צדיק 0.00699
רשע 0.00635

להביא תועלת
רבה 0.09118
מרובה 0.03004
גם 0.01608
כלשהי 0.01277
גדולה 0.01263

אולי ניתן
לומר 0.08226
לראות 0.04456
למצוא 0.04008
להסביר 0.03967
ללמוד 0.03949

ראשי פרקים
בתולדות 0.01782
לתולדות 0.01517
בלבד 0.01511
אלא 0.00992
בתורת 0.00618

נראה לפרש
כוונת 0.01086
דהנה 0.00909
גם 0.00862
בדרך 0.00778
באופן 0.00729

שתי גישות
שונות 0.09522
מנוגדות 0.04726
אלו 0.04402
עיקריות 0.0362
עקרוניות 0.01829

שעלו לארץ
לפני 0.01653
הקודש 0.0117
בשנת 0.01056
בשנות 0.00865
לאחר 0.00849

איני צריך
לומר 0.07208
אלא 0.01939
להגיד 0.01264
לספר 0.01213
להאריך 0.01144

שלא יבא
לידי 0.24447
עליה 0.01268
לילי 0.01087
עוד 0.01012
לאכלו 0.00833

שלא ידע
כלל 0.01357
שהוא 0.00764
איך 0.00663
שיש 0.00621
עברית 0.00538

שלא יהו
אומרים 0.04949
בנות 0.02842
מקבלין 0.02059
אלא 0.01959
העדים 0.01809

שלא יהא
נראה 0.0214
חייב 0.01071
צריך 0.00877
שום 0.00863
חוטא 0.00845

וכמו שכתוב
בתורה 0.02458
בספר 0.01935
בזוהר 0.01499
במדרש 0.00957
בפרשת 0.00762

כיון שהגיע
זמן 0.03863
לאת 0.0312
יום 0.02805
הזמן 0.02346
לדבר 0.02159

לפנות אליו
בשאלות 0.02302
ולבקש 0.01461
בדברים 0.01386
להשיאו 0.01156
בבקשה 0.01144

וכמו שכתבו
התוספות 0.13676
המפרשים 0.03702
הפוסקים 0.02932
הראשונים 0.02505
התוס 0.02049

פ שלא
אמר 0.01875
נתן 0.01583
עשה 0.0123
יהיה 0.0112
הזכיר 0.00885

שלא ילך
לאיבוד 0.03594
בדרך 0.03332
שום 0.01118
למקום 0.01092
לבית 0.00977

שלא להוציא
לעז 0.14132
מפיו 0.01867
הנייר 0.01649
ממון 0.01426
שום 0.01334

יהודי פולין
וליטא 0.01883
ורוסיה 0.00662
— 0.00435
ותרבותם 0.00346
במאה 0.00317

רק בקרב
היהודים 0.05057
יהודי 0.02331
העם 0.01609
אנשי 0.01552
יהודים 0.01483

ומאז ועד
היום 0.24926
עתה 0.22242
סוף 0.02902
יום 0.02408
שנת 0.0133

מאות מטרים
בלבד 0.02475
מעל 0.01711
לפני 0.0112
מרובעים 0.01038
משם 0.00814

ידי הוועד
הפועל 0.21492
המרכזי 0.11181
הלאומי 0.08103
היהודי 0.03246
הערבי 0.02632

אברהם בר
חייא 0.22142
יצחק 0.04714
דוד 0.02753
יעקב 0.0264
גוטלובר 0.02594

אברהם בן
יצחק 0.06247
עזרא 0.05319
דוד 0.05034
שלמה 0.03181
יעקב 0.02999

שלושה שבועות
לאחר 0.03743
לפני 0.03401
בלבד 0.01101
קודם 0.01052
רצופים 0.00713

ראש אגף
המודיעין 0.10093
המבצעים 0.10068
החקירות 0.05862
כוח 0.04588
התכנון 0.03178

שכבר עבר
זמן 0.06785
זמנו 0.02558
זמנם 0.02555
זמנה 0.02538
הזמן 0.02509

בשנות הארבעים
והחמישים 0.07075
לחייו 0.01937
המאוחרות 0.01483
למאה 0.01412
המוקדמות 0.01207

עכשיו הגיע
הזמן 0.17921
תורו 0.06762
תורי 0.04777
תורה 0.04028
זמן 0.03196

דקדוק לשון
המשנה 0.12129
הקודש 0.07201
הקדש 0.06982
המקרא 0.06089
חכמים 0.04168

ביום 18
ביולי 0.06523
במאי 0.06055
באפריל 0.05761
באוקטובר 0.0515
ביוני 0.04515

ביום 15
במאי 0.09954
ביולי 0.06482
באוקטובר 0.05843
בנובמבר 0.0512
ביוני 0.04247

ביום 29
בנובמבר 0.13177
ביוני 0.06244
באוקטובר 0.05736
במאי 0.05649
באפריל 0.04738

ביום 28
באוקטובר 0.0782
במאי 0.07801
ביוני 0.07737
ביולי 0.06181
באפריל 0.0592

ביום 24
ביולי 0.07973
ביוני 0.05708
במאי 0.05502
באפריל 0.04564
בנובמבר 0.04323

ביום 22
ביוני 0.09566
במאי 0.07054
ביולי 0.07011
באפריל 0.05092
באוקטובר 0.04643

ביום 21
באפריל 0.06921
ביוני 0.061
באוקטובר 0.05583
ביולי 0.05155
בספטמבר 0.05055

הזמן שבו
אנו 0.01496
הם 0.01066
נכתב 0.00847
אפשר 0.00764
נכתבו 0.00756

סוף שנת
הלימודים 0.0616
1942 0.02168
1943 0.02055
1941 0.01867
1944 0.01493

בצורה בלתי
רגילה 0.07519
אמצעית 0.02376
נכונה 0.01653
מודעת 0.01424
צפויה 0.01277

הונא ורב
יהודה 0.23866
חסדא 0.16964
נחמן 0.06606
המנונא 0.03251
חםדא 0.02714

כדי לגרום
נזק 0.0407
לכך 0.03093
נחת 0.02558
לך 0.01475
לשינוי 0.01174

יכול לברך
ברכת 0.04368
ברכה 0.01658
גם 0.01247
קודם 0.01167
עליה 0.0115

מכיוון שלא
ניתן 0.02061
הייתה 0.01106
ידע 0.01055
רצה 0.01042
הייתי 0.00999

מותר להשתמש
לאורה 0.05498
בהן 0.03087
תחת 0.01307
בביטוי 0.01233
בכלי 0.0114

סבור הייתי
שהיא 0.01214
שלא 0.01095
שהוא 0.00961
שאני 0.00886
שאין 0.00862

בלי הפסק
כלל 0.01593
ובלי 0.0089
רגע 0.00872
תיבות 0.00583
ביניהם 0.00396

במשרד החוץ
הבריטי 0.04735
הצרפתי 0.03066
הגרמני 0.02285
הישראלי 0.01773
בירושלים 0.01424

הועד הפועל
הציוני 0.15529
המצומצם 0.02533
הגדול 0.02268
הערבי 0.021
העולמי 0.01396

יכול לבטל
המקח 0.01628
אלא 0.00963
דבריו 0.00799
הגזירה 0.00666
בית 0.00558

יכול לבוא
לידי 0.07353
רק 0.0271
גם 0.01442
אליו 0.00958
בחשבון 0.00852

שהיו באים
בספינה 0.03784
אליו 0.033
לידי 0.01745
אלינו 0.01226
לשמוע 0.01123

כפי שקרה
גם 0.02501
בעבר 0.01518
בימי 0.00966
לעתים 0.00956
במקרה 0.00917

רק בשנה
האחרונה 0.12321
הראשונה 0.06072
השלישית 0.04501
שעברה 0.0413
הבאה 0.03993

רק בשעה
שהוא 0.06721
מאוחרת 0.03212
שיש 0.0156
שהיא 0.01513
שהם 0.0133

רק בשנת
1927 0.00823
1935 0.00801
1933 0.00774
1925 0.00753
1943 0.00744

רק בשלב
מאוחר 0.30812
השני 0.05865
הראשון 0.04489
האחרון 0.03708
השלישי 0.02253

ראה ספר
המצוות 0.02257
תולדות 0.02125
יצירה 0.01584
חסידים 0.01416
החינוך 0.01113

רצון טוב
כלפי 0.02111
מצד 0.01642
והבנה 0.00592
ונכונות 0.00578
לעזור 0.00559

עומד בפני
עצמו 0.22605
הביקורת 0.02814
הבקורת 0.01452
התשובה 0.01381
פקוח 0.0111

יהודים רבים
ככל 0.0112
אחרים 0.00923
מאוד 0.00613
— 0.00307
בארץ 0.00286

לפנות בוקר
הגענו 0.00667
לאיתנו 0.00652
הגיעו 0.00403
אני 0.00334
הגיע 0.00311

עשרות אלפי
יהודים 0.13501
אנשים 0.05047
שנים 0.04234
דולרים 0.01986
לירות 0.01972

תני רבי
חייא 0.23605
שמעון 0.10236
ישמעאל 0.05686
חייה 0.0534
יוסי 0.04116

רק בשעת
הדחק 0.0477
מעשה 0.02931
הצורך 0.02612
חירום 0.0159
מלחמה 0.01454

עדיין אינה
יודעת 0.02625
יכולה 0.02346
ברורה 0.01969
קיימת 0.0171
מוכנה 0.01427

עדיין אינו
יכול 0.0315
ברור 0.0166
מובן 0.01455
מוכן 0.01369
מסוגל 0.01163

יצחק אייזיק
הלוי 0.24478
מזידיטשוב 0.0338
בן 0.03277
חבר 0.0228
מקומרנא 0.01297

שלא באו
אלא 0.04421
לידי 0.04226
לכלל 0.01988
לעונת 0.01929
עדים 0.01833

שלא באה
לידי 0.05518
אלא 0.04014
לידו 0.00975
עדיין 0.00783
ליד 0.0069

חשיבות מכרעת
לגבי 0.03443
נודעת 0.0163
להבנת 0.01512
בעיצוב 0.00821
בתולדות 0.00794

ראה עוד
להלן 0.08752
לעיל 0.0197
בעניין 0.00499
בהמשך 0.00454
אור 0.00376

החל בשנות
העשרים 0.10931
השמונים 0.10661
השבעים 0.10464
השלושים 0.09463
השישים 0.08831

— אינני
יכול 0.07128
רוצה 0.05542
יודעת 0.0425
רואה 0.03032
זוכר 0.02831

